near_term,long_term,end_hora,use_body,body_pct,sl_atr_mult,tp_rr,trades,wr,pf,pnl,max_dd,max_dd_pct,growth_pct,calmar,score
5,20,12:30,True,60,1.5,1.5,1047,31.42,0.7562,-50052.68,50395.07,100.7901,-100.11,-0.9932,0.007882
3,35,12:00,False,0,2.0,1.5,767,32.07,0.7531,-50189.55,50572.66,101.1453,-100.38,-0.9924,0.007694
5,35,11:30,False,0,1.0,2.0,1669,26.9,0.7997,-50112.14,51423.08,102.8462,-100.22,-0.9745,0.007195
5,35,12:00,False,0,2.0,2.5,1304,23.47,0.8513,-50307.7,54863.82,109.7276,-100.62,-0.917,0.007093
2,20,12:30,False,0,2.0,2.0,916,26.64,0.7971,-50273.87,50273.87,100.5477,-100.55,-1.0,0.006981
3,35,12:00,False,0,1.5,2.5,1458,22.63,0.8276,-50093.25,50116.33,100.2327,-100.19,-0.9995,0.006872
2,75,12:00,True,70,1.0,2.5,817,19.09,0.7195,-40168.9,50694.91,101.3898,-80.34,-0.7924,0.006867
3,20,12:00,True,60,2.0,1.5,801,31.46,0.7643,-50155.39,52128.15,104.2563,-100.31,-0.9622,0.006867
2,50,12:30,True,70,1.0,2.0,1074,23.46,0.7358,-44668.9,49036.44,98.0729,-89.34,-0.9109,0.006503
5,20,12:30,True,60,1.0,1.5,1454,31.5,0.7551,-50021.95,51194.77,102.3895,-100.04,-0.9771,0.006275
2,75,11:30,False,0,2.0,1.5,784,32.14,0.7541,-50056.76,51916.35,103.8327,-100.11,-0.9642,0.006253
5,35,12:00,False,0,1.5,2.5,1572,22.9,0.8397,-50042.73,53113.66,106.2273,-100.09,-0.9422,0.006163
5,20,12:00,False,0,1.0,1.5,1335,31.69,0.7512,-50196.35,50621.54,101.2431,-100.39,-0.9916,0.00575
2,35,11:30,True,60,2.0,1.5,859,31.66,0.7594,-50159.69,52134.2,104.2684,-100.32,-0.9621,0.005727
3,20,12:30,False,0,1.5,2.0,1198,25.79,0.7969,-50129.44,50129.44,100.2589,-100.26,-1.0,0.005385
5,75,11:30,False,0,2.0,1.5,687,32.02,0.7458,-50091.37,50673.25,101.3465,-100.18,-0.9885,0.005291
5,20,12:00,True,60,2.0,1.5,782,31.84,0.7609,-50248.0,52670.0,105.34,-100.5,-0.954,0.005257
5,20,12:00,True,70,1.5,1.5,1157,31.03,0.7533,-50005.65,50769.79,101.5396,-100.01,-0.9849,0.005167
5,20,12:30,False,0,1.5,2.5,1297,22.59,0.8239,-50149.14,50149.14,100.2983,-100.3,-1.0,0.005109
5,50,12:00,True,60,2.0,2.0,1022,26.61,0.8019,-50166.59,52325.53,104.6511,-100.33,-0.9587,0.005023
3,35,12:00,True,60,1.5,1.5,1147,30.78,0.7546,-50081.11,50644.72,101.2894,-100.16,-0.9889,0.004733
5,75,11:30,False,0,1.5,1.5,1089,31.77,0.7583,-50096.26,52766.04,105.5321,-100.19,-0.9494,0.0047
3,35,12:00,False,0,1.5,1.5,967,31.54,0.749,-50115.91,50758.52,101.517,-100.23,-0.9873,0.004684
5,75,11:30,True,60,2.0,1.5,828,31.88,0.7498,-50026.94,51668.99,103.338,-100.05,-0.9682,0.004606
2,75,11:30,False,0,1.5,1.5,1096,31.75,0.7526,-50148.6,51676.03,103.3521,-100.3,-0.9704,0.004579
3,20,12:30,False,0,1.0,1.5,1381,32.01,0.7516,-50196.28,51762.44,103.5249,-100.39,-0.9697,0.004559
5,50,12:00,False,0,1.5,1.5,955,31.52,0.7462,-50118.61,50333.47,100.6669,-100.24,-0.9957,0.00446
2,35,12:00,False,0,1.5,2.5,1403,22.52,0.8215,-50101.39,50101.39,100.2028,-100.2,-1.0,0.00437
2,35,12:00,False,0,2.0,2.5,1164,23.11,0.8342,-50197.69,52984.83,105.9697,-100.4,-0.9474,0.00435
3,20,12:30,True,60,1.0,1.5,1495,31.51,0.7542,-50252.4,51428.06,102.8561,-100.5,-0.9771,0.00435
3,20,12:30,True,60,2.0,1.5,803,31.01,0.7552,-50157.17,51140.45,102.2809,-100.31,-0.9808,0.004273
2,50,12:00,False,0,2.0,2.0,881,26.9,0.7941,-50097.38,52273.33,104.5467,-100.19,-0.9584,0.003597
5,50,11:30,False,0,1.0,2.0,1533,26.61,0.7833,-50042.64,50103.78,100.2076,-100.09,-0.9988,0.00359
3,20,12:00,False,0,1.0,1.5,1288,31.52,0.7466,-50126.31,50971.68,101.9434,-100.25,-0.9834,0.003308
3,20,12:30,True,60,1.5,1.5,991,30.98,0.7447,-50037.0,50186.25,100.3725,-100.07,-0.997,0.003017
5,35,12:30,True,70,2.0,2.0,990,25.96,0.788,-50014.32,50341.03,100.6821,-100.03,-0.9935,0.00291
2,20,12:00,False,0,1.0,1.5,1275,31.29,0.7481,-50098.74,51179.33,102.3587,-100.2,-0.9789,0.002853
2,35,12:00,False,0,2.0,2.0,790,27.09,0.7826,-50244.49,50663.92,101.3278,-100.49,-0.9917,0.002631
2,35,12:00,False,0,1.5,1.5,937,31.48,0.7429,-50077.09,50895.25,101.7905,-100.15,-0.9839,0.002272
5,50,12:00,True,60,1.5,1.5,1147,30.86,0.753,-50109.48,51757.61,103.5152,-100.22,-0.9682,0.002061
3,50,12:00,True,60,2.0,2.0,964,26.24,0.7919,-50123.63,51683.12,103.3662,-100.25,-0.9698,0.001901
5,20,12:30,True,70,1.0,1.5,1504,31.58,0.7448,-50174.65,51464.04,102.9281,-100.35,-0.9749,0.001631
3,20,12:00,True,70,2.0,2.0,970,26.19,0.788,-50178.35,50938.06,101.8761,-100.36,-0.9851,0.00159
5,20,12:30,True,60,1.5,2.0,1180,25.51,0.7872,-50067.48,50067.48,100.135,-100.13,-1.0,0.001559
2,35,12:30,True,70,1.0,1.5,1170,29.83,0.7211,-47805.99,50694.93,101.3899,-95.61,-0.943,0.001458
2,20,12:00,False,0,1.0,2.5,1869,21.46,0.8196,-50031.11,50031.11,100.0622,-100.06,-1.0,0.000992
3,35,12:00,False,0,2.0,2.0,776,26.93,0.7772,-50281.01,50281.01,100.562,-100.56,-1.0,0.000865
3,35,12:30,False,0,1.5,1.5,1003,31.01,0.7428,-50200.3,50580.16,101.1603,-100.4,-0.9925,0.000841
2,20,12:30,True,60,2.0,2.5,1146,22.43,0.8205,-50267.99,51159.71,102.3194,-100.54,-0.9826,0.000809
2,20,12:30,False,0,1.0,1.5,1329,31.53,0.7429,-50032.32,51833.71,103.6674,-100.06,-0.9652,0.000782
5,35,12:00,False,0,1.5,2.0,1038,26.11,0.7826,-50235.32,50235.32,100.4706,-100.47,-1.0,0.00058
5,50,12:00,False,0,2.0,2.5,1253,23.3,0.8456,-50325.03,56964.39,113.9288,-100.65,-0.8834,0.00033
2,35,12:30,False,0,1.5,1.5,980,30.82,0.7402,-50073.76,50629.16,101.2583,-100.15,-0.989,-0.000118
3,20,12:30,True,60,1.5,2.5,1488,21.98,0.8218,-50183.72,51399.02,102.798,-100.37,-0.9764,-0.000164
5,20,12:00,True,60,1.0,2.0,1547,25.53,0.7812,-50016.36,50059.08,100.1182,-100.03,-0.9991,-0.000192
2,20,11:30,True,70,2.0,1.5,813,31.73,0.7445,-50242.05,52496.52,104.993,-100.48,-0.9571,-0.000409
2,35,12:00,False,0,1.5,2.0,1123,25.73,0.7827,-50224.28,50224.28,100.4486,-100.45,-1.0,-0.000428
3,75,11:30,False,0,1.5,2.0,1160,26.21,0.7833,-50024.78,51628.69,103.2574,-100.05,-0.9689,-0.000621
5,20,12:30,True,60,2.0,2.0,843,26.1,0.7847,-50242.91,51230.7,102.4614,-100.49,-0.9807,-0.000752
2,50,11:30,True,60,2.0,1.5,810,31.36,0.7452,-50265.58,52240.08,104.4802,-100.53,-0.9622,-0.000902
2,20,12:00,True,60,1.5,1.5,1064,30.55,0.7448,-50285.68,50964.6,101.9292,-100.57,-0.9867,-0.001044
3,75,11:30,False,0,1.5,1.5,993,31.22,0.741,-50002.97,52123.89,104.2478,-100.01,-0.9593,-0.001253
2,20,12:00,True,60,1.5,2.0,1216,25.33,0.7833,-50107.91,50536.16,101.0723,-100.22,-0.9915,-0.001474
3,75,11:30,False,0,2.0,1.5,651,31.8,0.7332,-50064.87,51690.97,103.3819,-100.13,-0.9685,-0.001685
5,50,12:30,False,0,1.5,1.5,956,30.75,0.7337,-50081.95,50261.01,100.522,-100.16,-0.9964,-0.001891
2,20,12:00,True,60,2.0,1.5,705,31.21,0.7395,-50028.2,52234.46,104.4689,-100.06,-0.9578,-0.00216
5,20,12:30,True,70,1.5,1.5,1012,30.73,0.7338,-50108.37,50518.39,101.0368,-100.22,-0.9919,-0.002554
5,35,12:30,True,60,1.5,1.5,993,30.11,0.7357,-50085.09,50085.09,100.1702,-100.17,-1.0,-0.002761
3,50,12:00,True,60,1.5,1.5,1067,30.37,0.7373,-50075.4,50787.95,101.5759,-100.15,-0.986,-0.002817
3,50,11:30,False,0,1.0,2.0,1455,26.39,0.7737,-50273.63,50726.67,101.4533,-100.55,-0.9911,-0.002849
2,50,12:00,False,0,1.5,2.5,1320,22.27,0.8108,-50151.6,51466.46,102.9329,-100.3,-0.9745,-0.003085
5,50,12:00,True,70,2.0,1.5,829,30.88,0.7383,-50164.26,51741.87,103.4837,-100.33,-0.9695,-0.00326
3,20,12:30,True,70,1.5,1.5,1030,30.78,0.7289,-50100.91,50252.36,100.5047,-100.2,-0.997,-0.003575
3,50,12:00,False,0,1.5,1.5,887,31.0,0.7294,-50116.26,50714.97,101.4299,-100.23,-0.9882,-0.003706
3,35,12:00,True,60,2.0,1.5,742,30.46,0.7391,-50101.22,51678.83,103.3577,-100.2,-0.9695,-0.003791
3,35,12:00,True,70,2.0,1.5,817,30.72,0.7367,-50113.26,51690.87,103.3817,-100.23,-0.9695,-0.003922
5,35,12:00,True,70,2.0,1.5,804,30.97,0.7369,-50230.32,51807.92,103.6158,-100.46,-0.9695,-0.003953
2,20,12:30,True,60,1.5,1.5,916,30.46,0.7277,-50019.08,50343.88,100.6878,-100.04,-0.9935,-0.004712
5,75,11:30,False,0,1.5,2.0,1112,25.99,0.7778,-50110.45,52213.47,104.4269,-100.22,-0.9597,-0.004771
5,50,12:30,True,60,1.0,1.5,1370,30.95,0.7273,-50149.13,50964.66,101.9293,-100.3,-0.984,-0.005258
5,35,12:00,False,0,1.0,1.5,1143,31.15,0.7228,-50129.44,50624.87,101.2497,-100.26,-0.9902,-0.005482
5,75,12:00,False,0,2.0,2.5,995,22.61,0.8157,-50137.88,54110.63,108.2213,-100.28,-0.9266,-0.005589
3,35,12:30,True,60,1.0,1.5,1371,30.63,0.7299,-50191.27,51201.64,102.4033,-100.38,-0.9803,-0.005987
3,35,12:00,False,0,1.5,2.0,963,25.65,0.767,-50214.48,50214.48,100.429,-100.43,-1.0,-0.00612
5,35,12:30,True,60,1.5,2.5,1320,21.67,0.8051,-50033.53,51505.62,103.0112,-100.07,-0.9714,-0.006381
5,20,12:30,True,70,2.0,1.5,711,30.38,0.7253,-50135.41,50399.99,100.8,-100.27,-0.9948,-0.00647
5,50,12:00,False,0,1.5,2.5,1332,22.45,0.817,-50015.9,54967.18,109.9344,-100.03,-0.9099,-0.00673
5,35,12:30,True,70,1.5,1.5,1081,29.97,0.7302,-50146.44,50900.89,101.8018,-100.29,-0.9852,-0.007049
2,20,12:00,True,60,2.0,2.0,823,25.76,0.7736,-50123.05,52335.48,104.671,-100.25,-0.9577,-0.007257
5,35,12:30,False,0,1.5,2.5,1066,22.05,0.7922,-50057.72,50192.9,100.3858,-100.12,-0.9973,-0.00727
3,50,12:00,False,0,1.5,2.5,1233,22.14,0.804,-50164.0,52185.96,104.3719,-100.33,-0.9613,-0.007373
2,75,12:00,False,0,2.0,2.5,1067,22.77,0.8191,-50342.32,55417.34,110.8347,-100.68,-0.9084,-0.007533
5,50,11:30,False,0,1.0,2.5,1496,22.13,0.79,-50048.91,50108.83,100.2177,-100.1,-0.9988,-0.007591
5,20,12:00,False,0,1.0,2.0,1281,25.53,0.7633,-50173.39,50336.4,100.6728,-100.35,-0.9968,-0.007803
5,75,11:30,False,0,1.0,2.0,1377,25.78,0.7607,-50004.83,50689.31,101.3786,-100.01,-0.9865,-0.007804
3,20,12:00,True,70,1.5,1.5,1012,30.04,0.7251,-50122.42,50550.07,101.1001,-100.24,-0.9915,-0.007822
3,75,11:30,True,60,2.0,1.5,738,31.17,0.7235,-50093.64,52122.37,104.2447,-100.19,-0.9611,-0.008003
2,50,12:00,False,0,1.5,1.5,869,30.84,0.724,-50338.29,51112.55,102.2251,-100.68,-0.9849,-0.008005
5,35,12:30,False,0,1.0,1.5,1157,31.29,0.7145,-50074.13,50792.46,101.5849,-100.15,-0.9859,-0.008006
5,35,12:00,True,60,2.0,1.5,651,30.72,0.7235,-50201.99,51392.92,102.7858,-100.4,-0.9768,-0.008392
2,20,12:00,False,0,1.0,2.0,1239,25.34,0.7635,-50005.99,50824.4,101.6488,-100.01,-0.9839,-0.00843
3,35,12:00,False,0,1.0,1.5,1111,30.78,0.7178,-50048.43,50897.07,101.7941,-100.1,-0.9833,-0.00846
5,35,12:30,True,60,1.0,1.5,1287,30.38,0.7213,-50036.37,50975.22,101.9504,-100.07,-0.9816,-0.008518
5,50,12:00,False,0,2.0,1.5,648,30.71,0.7217,-50337.25,50868.26,101.7365,-100.67,-0.9896,-0.00869
5,35,12:30,False,0,2.0,2.5,857,22.4,0.8002,-50503.31,51734.39,103.4688,-101.01,-0.9762,-0.0087
2,20,12:30,True,60,2.0,1.5,717,30.4,0.7259,-50225.6,51442.37,102.8847,-100.45,-0.9763,-0.008729
3,75,12:00,False,0,2.0,2.5,882,22.22,0.798,-50015.87,52364.25,104.7285,-100.03,-0.9552,-0.008833
2,50,12:00,False,0,2.0,1.5,682,31.23,0.7257,-50414.37,52223.09,104.4462,-100.83,-0.9654,-0.008843
3,50,12:00,True,70,2.0,1.5,791,30.34,0.7272,-50221.21,51798.82,103.5976,-100.44,-0.9695,-0.00917
3,20,12:30,True,60,2.0,2.0,794,25.57,0.7714,-50559.63,51703.27,103.4065,-101.12,-0.9779,-0.00953
5,20,12:00,True,70,2.0,1.5,656,30.95,0.7182,-50154.7,51663.15,103.3263,-100.31,-0.9708,-0.009888
5,35,12:30,False,0,1.5,2.0,985,25.08,0.76,-50178.21,50178.21,100.3564,-100.36,-1.0,-0.010015
5,75,12:00,False,0,1.5,1.5,849,30.86,0.7163,-50246.96,51036.04,102.0721,-100.49,-0.9845,-0.010033
3,50,12:30,False,0,1.5,1.5,883,30.24,0.7156,-50023.23,50586.15,101.1723,-100.05,-0.9889,-0.010106
3,50,12:30,False,0,2.0,2.5,793,22.07,0.787,-50093.73,50723.08,101.4462,-100.19,-0.9876,-0.010262
5,20,12:30,False,0,1.0,2.0,1246,25.36,0.7533,-50047.66,50047.66,100.0953,-100.1,-1.0,-0.010587
5,50,12:30,True,60,1.5,1.5,913,29.68,0.7164,-50040.21,50110.7,100.2214,-100.08,-0.9986,-0.010644
3,20,12:00,False,0,1.0,2.0,1222,25.37,0.7561,-50032.66,50700.94,101.4019,-100.07,-0.9868,-0.01084
5,20,12:30,True,70,1.5,2.0,1088,25.46,0.7601,-50092.81,51461.62,102.9232,-100.19,-0.9734,-0.010972
3,35,12:30,True,60,1.5,1.5,920,29.46,0.7189,-50033.79,50389.13,100.7783,-100.07,-0.9929,-0.010978
3,50,12:00,False,0,2.0,2.0,690,26.38,0.7497,-50132.56,51090.34,102.1807,-100.27,-0.9813,-0.011323
5,50,12:00,False,0,2.0,2.0,725,26.62,0.7604,-50279.46,53001.29,106.0026,-100.56,-0.9486,-0.011395
2,20,12:00,True,60,1.0,1.5,1236,29.85,0.7166,-50016.12,50938.32,101.8766,-100.03,-0.9819,-0.011599
2,35,12:00,True,60,1.5,1.5,954,29.77,0.7164,-50024.34,50763.5,101.527,-100.05,-0.9854,-0.011617
5,20,12:30,True,70,1.5,2.5,1378,22.13,0.8104,-50136.45,55498.81,110.9976,-100.27,-0.9034,-0.011633
5,50,12:00,False,0,1.5,2.0,923,25.35,0.7573,-50275.28,50736.91,101.4738,-100.55,-0.9909,-0.011726
3,35,12:30,False,0,1.0,1.5,1121,30.87,0.7062,-50011.45,50885.54,101.7711,-100.02,-0.9828,-0.012073
2,50,12:30,False,0,2.0,2.5,801,22.47,0.7883,-50075.68,52539.63,105.0793,-100.15,-0.9531,-0.012121
2,20,12:00,True,70,2.0,2.5,912,22.37,0.7872,-50214.74,51873.4,103.7468,-100.43,-0.968,-0.01218
2,50,12:00,True,60,2.0,2.0,842,25.53,0.7649,-50032.97,53203.77,106.4075,-100.07,-0.9404,-0.012244
3,20,12:30,False,0,1.0,2.0,1249,25.3,0.7523,-50033.39,50739.21,101.4784,-100.07,-0.9861,-0.012423
3,50,11:30,False,0,1.0,2.5,1435,22.02,0.7832,-50273.26,50634.51,101.269,-100.55,-0.9929,-0.012449
2,50,12:30,False,0,1.5,1.5,876,30.14,0.7104,-50008.33,50746.81,101.4936,-100.02,-0.9854,-0.012496
3,50,12:30,True,60,1.0,1.5,1280,30.39,0.7123,-50169.66,51060.64,102.1213,-100.34,-0.9826,-0.012502
5,35,12:30,True,60,2.0,2.0,694,25.07,0.7493,-50000.25,50000.25,100.0005,-100.0,-1.0,-0.012538
5,20,12:30,True,70,2.0,2.0,738,25.61,0.7542,-50158.24,51422.69,102.8454,-100.32,-0.9754,-0.012852
3,50,12:00,True,60,1.5,2.0,1055,24.64,0.7556,-50059.28,50494.12,100.9882,-100.12,-0.9914,-0.012908
5,35,12:30,True,60,2.0,1.5,653,29.71,0.7094,-50056.67,50159.58,100.3192,-100.11,-0.9979,-0.013181
5,50,12:30,True,60,1.5,2.5,1209,21.09,0.7865,-50258.88,50316.3,100.6326,-100.52,-0.9989,-0.013388
3,20,12:30,True,60,1.5,2.0,944,24.79,0.7531,-50211.05,50211.05,100.4221,-100.42,-1.0,-0.01352
5,50,12:30,False,0,2.0,2.5,826,22.28,0.7948,-50135.14,53950.09,107.9002,-100.27,-0.9293,-0.013578
5,50,12:30,True,70,1.5,1.5,1032,29.65,0.7173,-50215.88,51272.42,102.5448,-100.43,-0.9794,-0.013632
2,20,12:30,True,60,1.0,1.5,1144,29.98,0.7123,-50067.02,51392.8,102.7856,-100.13,-0.9742,-0.013875
5,50,12:00,False,0,1.0,1.5,1057,30.75,0.7027,-50260.0,50380.07,100.7601,-100.52,-0.9976,-0.013877
5,35,12:30,True,70,1.5,2.0,1107,24.57,0.7565,-50162.57,50950.5,101.901,-100.33,-0.9845,-0.014216
2,20,12:00,True,60,1.0,2.0,1350,24.44,0.7546,-50108.88,50646.08,101.2922,-100.22,-0.9894,-0.014382
3,20,12:30,True,70,2.0,1.5,669,29.9,0.7091,-50338.09,50338.09,100.6762,-100.68,-1.0,-0.014503
2,20,12:30,False,0,1.0,2.0,1238,25.12,0.7493,-50060.45,50916.39,101.8328,-100.12,-0.9832,-0.014522
3,20,12:30,True,70,1.0,2.0,1377,24.76,0.7477,-50022.31,50207.6,100.4152,-100.04,-0.9963,-0.01453
5,35,12:30,True,70,1.0,2.0,1317,24.75,0.7508,-50064.09,50675.85,101.3517,-100.13,-0.9879,-0.014624
2,35,12:30,False,0,1.5,2.0,927,24.81,0.7466,-50062.28,50062.28,100.1246,-100.12,-1.0,-0.014709
3,20,12:30,True,70,1.5,2.5,1258,21.7,0.7917,-50139.78,53148.56,106.2971,-100.28,-0.9434,-0.014787
5,75,12:30,False,0,1.5,1.5,841,29.96,0.7012,-50018.26,50197.33,100.3947,-100.04,-0.9964,-0.015184
3,35,12:30,True,60,1.5,2.5,1161,21.02,0.7803,-50192.81,50218.49,100.437,-100.39,-0.9995,-0.015234
3,20,12:30,True,70,2.0,2.0,703,25.32,0.7432,-50199.16,50199.16,100.3983,-100.4,-1.0,-0.015323
3,20,12:30,True,70,1.5,2.0,998,25.05,0.7422,-50061.05,50061.05,100.1221,-100.12,-1.0,-0.015522
3,50,12:00,False,0,2.0,1.5,613,30.51,0.7077,-50248.99,51824.22,103.6484,-100.5,-0.9696,-0.015678
3,35,12:30,False,0,1.5,2.5,981,21.51,0.774,-50170.33,50170.33,100.3407,-100.34,-1.0,-0.015768
2,35,12:30,False,0,2.0,2.5,731,22.02,0.7669,-50072.11,50072.11,100.1442,-100.14,-1.0,-0.016019
3,20,12:00,True,70,2.0,1.5,622,30.39,0.7046,-50243.57,51302.79,102.6056,-100.49,-0.9794,-0.016046
2,35,12:30,False,0,1.5,2.5,955,21.57,0.7708,-50101.05,50101.05,100.2021,-100.2,-1.0,-0.01622
2,35,12:00,False,0,1.0,1.5,1032,30.23,0.7015,-50047.93,51131.8,102.2636,-100.1,-0.9788,-0.016293
5,75,12:00,True,60,1.5,1.5,944,29.66,0.7083,-50041.27,51502.22,103.0044,-100.08,-0.9716,-0.016333
3,75,12:00,False,0,1.0,1.5,1103,30.1,0.6998,-50100.75,50543.85,101.0877,-100.2,-0.9912,-0.016364
2,35,12:00,True,60,1.5,2.0,1014,24.36,0.7486,-50041.3,50651.68,101.3034,-100.08,-0.9879,-0.016429
3,35,12:30,True,70,1.5,1.5,995,29.35,0.7092,-50308.75,50664.1,101.3282,-100.62,-0.993,-0.016618
2,35,12:00,True,60,2.0,2.0,780,25.38,0.7566,-50167.23,53391.02,106.782,-100.33,-0.9396,-0.016666
2,50,12:00,True,60,1.5,1.5,941,29.33,0.7085,-50129.8,51017.91,102.0358,-100.26,-0.9826,-0.016727
3,35,12:30,False,0,1.5,2.0,908,24.67,0.7426,-50091.78,50091.78,100.1836,-100.18,-1.0,-0.016734
2,20,12:30,True,60,1.5,2.5,1161,20.93,0.784,-50146.17,51615.29,103.2306,-100.29,-0.9715,-0.016757
5,75,12:30,True,60,1.0,1.5,1227,30.15,0.6993,-50137.45,50681.63,101.3633,-100.27,-0.9893,-0.01684
2,50,12:00,False,0,1.5,2.0,848,25.0,0.7398,-50020.89,50368.82,100.7376,-100.04,-0.9931,-0.016897
5,50,12:30,False,0,1.0,1.5,1067,30.83,0.6928,-50152.0,50709.5,101.419,-100.3,-0.989,-0.017198
5,20,12:00,False,0,1.0,2.5,1279,20.64,0.7757,-50100.01,50100.01,100.2,-100.2,-1.0,-0.017288
2,75,12:00,False,0,2.0,2.0,659,26.25,0.7444,-50007.55,53556.18,107.1124,-100.02,-0.9337,-0.017837
5,20,12:30,True,70,1.0,2.0,1316,24.62,0.7392,-50062.62,50062.62,100.1252,-100.13,-1.0,-0.017866
2,20,12:30,True,60,2.0,2.0,716,25.0,0.7486,-50308.13,51685.26,103.3705,-100.62,-0.9734,-0.01791
5,35,12:30,True,60,1.5,2.0,945,24.13,0.7452,-50165.52,50165.52,100.331,-100.33,-1.0,-0.01795
5,50,12:00,True,60,2.0,1.5,601,29.95,0.7031,-50284.68,51475.61,102.9512,-100.57,-0.9769,-0.018454
3,35,12:30,True,60,2.0,2.0,665,24.66,0.738,-50014.18,50340.89,100.6818,-100.03,-0.9935,-0.01847
3,35,12:30,True,60,2.0,1.5,650,29.38,0.7088,-50534.66,51024.25,102.0485,-101.07,-0.9904,-0.018485
3,50,12:30,True,60,1.5,1.5,853,29.19,0.7003,-50025.75,50530.04,101.0601,-100.05,-0.99,-0.018512
3,50,12:00,False,0,1.0,1.5,1030,30.49,0.6971,-50425.79,50910.19,101.8204,-100.85,-0.9905,-0.018525
5,50,12:30,False,0,1.5,2.0,903,24.58,0.7407,-50225.04,50225.04,100.4501,-100.45,-1.0,-0.018574
2,20,12:30,True,60,1.5,2.0,877,24.4,0.738,-50019.08,50019.08,100.0382,-100.04,-1.0,-0.018641
2,35,12:30,True,60,1.5,1.5,825,29.33,0.6995,-50083.77,50614.67,101.2293,-100.17,-0.9895,-0.018824
2,20,12:00,True,70,1.5,2.0,980,24.59,0.7364,-50003.82,50224.43,100.4489,-100.01,-0.9956,-0.018967
2,75,12:00,False,0,1.5,1.5,776,30.15,0.6949,-50080.69,51140.12,102.2802,-100.16,-0.9793,-0.01901
3,20,12:00,False,0,1.0,2.5,1239,20.42,0.7716,-50051.69,50051.69,100.1034,-100.1,-1.0,-0.019044
3,50,12:30,True,70,1.5,1.5,960,29.17,0.6997,-50121.35,50625.64,101.2513,-100.24,-0.99,-0.019446
3,50,12:00,False,0,1.5,2.0,849,24.85,0.7377,-50285.45,50457.84,100.9157,-100.57,-0.9966,-0.019603
2,35,12:00,True,60,2.0,1.5,584,29.97,0.6987,-50074.13,51885.23,103.7705,-100.15,-0.9651,-0.019695
5,75,12:00,False,0,1.0,1.5,995,29.95,0.6874,-50094.46,50110.25,100.2205,-100.19,-0.9997,-0.020253
2,50,12:30,True,60,2.0,2.5,952,21.64,0.7921,-50090.21,56119.21,112.2384,-100.18,-0.8926,-0.020548
3,50,12:30,False,0,1.0,1.5,1035,30.43,0.6853,-50041.02,50754.29,101.5086,-100.08,-0.9859,-0.020561
2,20,12:30,True,70,1.5,1.5,827,29.26,0.6931,-50041.49,50368.5,100.737,-100.08,-0.9935,-0.02058
2,50,12:00,True,60,2.0,1.5,590,29.66,0.6977,-50030.3,51841.39,103.6828,-100.06,-0.9651,-0.020659
5,20,12:30,False,0,2.0,1.5,645,28.84,0.6958,-50020.51,50354.45,100.7089,-100.04,-0.9934,-0.020769
5,50,12:30,True,70,1.5,2.0,1030,24.08,0.7389,-50055.03,50716.4,101.4328,-100.11,-0.987,-0.020847
3,75,12:00,False,0,1.5,1.5,786,30.28,0.6955,-50490.5,51374.38,102.7488,-100.98,-0.9828,-0.020939
5,75,12:00,False,0,2.0,2.0,639,25.51,0.7326,-50211.78,51441.81,102.8836,-100.42,-0.9761,-0.020993
5,20,12:30,True,60,1.0,2.0,1087,24.47,0.7312,-50051.63,50051.63,100.1033,-100.1,-1.0,-0.02103
5,35,12:00,False,0,1.0,2.0,1064,25.09,0.7253,-50026.8,50026.8,100.0536,-100.05,-1.0,-0.021062
3,50,12:00,True,60,2.0,1.5,585,29.74,0.6969,-50160.52,51738.13,103.4763,-100.32,-0.9695,-0.021117
2,20,12:30,True,70,1.0,1.5,1187,29.82,0.6925,-50070.45,51320.51,102.641,-100.14,-0.9756,-0.021141
2,20,12:00,True,70,1.5,1.5,871,29.39,0.6942,-50162.76,50765.96,101.5319,-100.33,-0.9881,-0.021188
5,50,12:30,False,0,1.5,2.5,973,21.48,0.7712,-50183.8,52347.98,104.696,-100.37,-0.9587,-0.021243
3,35,12:30,True,70,1.5,2.0,1006,24.06,0.7345,-50083.78,50083.78,100.1676,-100.17,-1.0,-0.021332
5,75,12:00,True,60,1.5,2.0,983,24.01,0.7368,-50106.19,50466.8,100.9336,-100.21,-0.9929,-0.021562
3,35,12:30,True,70,1.0,2.0,1223,24.28,0.7351,-50171.1,50462.57,100.9251,-100.34,-0.9942,-0.021628
2,35,12:30,False,0,1.0,1.5,1058,30.15,0.6909,-50284.06,51393.38,102.7868,-100.57,-0.9784,-0.021949
5,75,12:00,True,60,2.0,2.0,689,24.82,0.7324,-50092.39,51271.52,102.543,-100.18,-0.977,-0.0222
3,35,12:30,True,70,2.0,2.0,717,24.27,0.7301,-50030.61,50357.32,100.7146,-100.06,-0.9935,-0.02254
2,75,12:00,False,0,1.0,1.5,1062,29.66,0.6859,-50061.96,50666.2,101.3324,-100.12,-0.9881,-0.022595
2,35,12:00,True,70,2.0,2.0,733,24.83,0.7317,-50043.34,51554.93,103.1099,-100.09,-0.9707,-0.022737
5,20,12:30,False,0,1.0,2.5,1263,20.59,0.7614,-50147.26,50147.26,100.2945,-100.29,-1.0,-0.022788
2,20,12:30,False,0,1.0,2.5,1243,20.27,0.762,-50081.29,50081.29,100.1626,-100.16,-1.0,-0.023061
3,50,12:30,False,0,1.5,2.0,850,24.24,0.7269,-50053.65,50053.65,100.1073,-100.11,-1.0,-0.023256
